run_id,hazard,eta_gate,redemption,is_good
flow_seq_gate,0.5279132908455052,0.0359375,0.013671875,true
flow_seq_gate,0.5279132908455052,0.1060109930796284,0.013671875,true
flow_conn_gate,1.9720774843463809,1.0,0.2777777777777778,true
flow_seq_gate,0.5279132908455052,0.3309974364509609,0.013671875,true
flow_seq_gate,0.5279132908455052,0.9010013114980904,0.013671875,true
flow_seq_gate,0.5279132908455052,0.9010896742854955,0.013671875,true
flow_seq_gate,0.5279132908455052,0.8512157895470649,0.013671875,true
flow_seq_gate,0.5279132908455052,0.9510648504399775,0.013671875,true
flow_seq_gate,0.5279132908455052,0.8512157895470649,0.013671875,true
flow_conn_gate,1.9720774843463809,1.0,0.2777777777777778,true
flow_seq_gate,0.5279132908455052,0.8512230146980665,0.013671875,true
flow_conn_gate,1.9720774843463809,1.0,0.2777777777777778,true
flow_seq_gate,0.5279132908455052,0.8512230146980665,0.013671875,true
flow_conn_gate,1.9720774843463809,1.0,0.2777777777777778,true
flow_seq_gate,0.5279132908455052,0.8511966239980904,0.013671875,true
flow_conn_gate,1.9720774843463809,1.0,0.2777777777777778,true
flow_seq_gate,0.5279132908455052,0.8512230146980665,0.013671875,true
flow_conn_gate,1.9720774843463809,1.0,0.2777777777777778,true
flow_seq_gate,0.5279132908455052,0.8511532609267692,0.013671875,true
flow_conn_gate,1.9720774843463809,1.0,0.2777777777777778,true
flow_seq_gate,0.5279132908455052,0.8511532609267692,0.013671875,true
flow_conn_gate,1.9720774843463809,1.0,0.2777777777777778,true
flow_seq_gate,0.5279132908455052,0.9510707031131832,0.013671875,true
flow_conn_gate,1.9720774843463809,1.0,0.2777777777777778,true
flow_seq_gate,0.5279132908455052,0.9510896742854955,0.013671875,true
flow_conn_gate,1.9720774843463809,1.0,0.2777777777777778,true
flow_seq_gate,0.5279132908455052,0.8511837624030998,0.013671875,true
flow_conn_gate,1.9720774843463809,1.0,0.2777777777777778,true
flow_seq_gate,0.5279132908455052,0.9510648504399775,0.013671875,true
flow_conn_gate,1.9720774843463809,1.0,0.2777777777777778,true
flow_seq_gate,0.5279132908455052,0.8511532609267692,0.013671875,true
flow_conn_gate,1.9720774843463809,1.0,0.2777777777777778,true
flow_seq_gate,0.5279132908455052,0.8512230146980665,0.013671875,true
flow_conn_gate,1.9720774843463809,1.0,0.2777777777777778,true
flow_seq_gate,0.5279132908455052,0.8512230146980665,0.013671875,true
flow_conn_gate,1.9720774843463809,1.0,0.2777777777777778,true
flow_seq_gate,0.5279132908455052,0.9510648504399775,0.013671875,true
flow_conn_gate,1.9720774843463809,1.0,0.2777777777777778,true
flow_seq_gate,0.5279132908455052,0.9510648504399775,0.013671875,true
