run_id,config,sg_rho,sg_dw,adapter,n,delta_f90_mean,delta_f90_median,wall_time_mean_s,wall_time_median_s,energy_final_mean,compute_cost_mean_s,redemption_gain_mean,total_backtracks_mean,last_backtracks_mean
logit_ls_baseline_off,adaptive,,,none,1,26.0,26.0,0.11916360002942383,0.11916360002942383,-0.002420163050157717,0.11916360002942383,1.1592351065821693,0.0,0.0
logit_ls_baseline_on,adaptive,,,none,1,7.0,7.0,0.08304089994635433,0.08304089994635433,0.005565056812992335,0.08304089994635433,1.5673410187239678,0.0,0.0
