run_id,config,sg_rho,sg_dw,adapter,n,delta_f90_mean,delta_f90_median,wall_time_mean_s,wall_time_median_s,energy_final_mean,compute_cost_mean_s,redemption_gain_mean
sg_dense,prox_star,,,none,1,12.0,12.0,0.1883820000803098,0.1883820000803098,-0.0212997904401309,0.1883820000803098,3.7377688650366343
sg_dense,smallgain,,,smallgain,1,12.0,12.0,0.322504400042817,0.322504400042817,-0.1810085918660173,0.322504400042817,2.4345860364130507
sg_dense,vect,,,none,1,24.0,24.0,0.14627779996953905,0.14627779996953905,-0.02130108325896627,0.14627779996953905,4.27581766029572
