run_id,config,sg_rho,sg_dw,adapter,n,delta_f90_mean,delta_f90_median,wall_time_mean_s,wall_time_median_s,energy_final_mean,compute_cost_mean_s,redemption_gain_mean
"sg_sweep_rho0,5_dw0,05",smallgain,0.5,0.05,smallgain,1,20.0,20.0,0.401517599937506,0.401517599937506,-0.18764232988656449,0.401517599937506,1.9720142956866573
"sg_sweep_rho0,5_dw0,1",smallgain,0.5,0.1,smallgain,1,12.0,12.0,0.37382130010519177,0.37382130010519177,-0.1810085918660173,0.37382130010519177,2.1003744537966904
"sg_sweep_rho0,5_dw0,2",smallgain,0.5,0.2,smallgain,1,10.0,10.0,0.33379389997571707,0.33379389997571707,-0.17964005637898564,0.33379389997571707,2.3481440900987076
"sg_sweep_rho0,7_dw0,05",smallgain,0.7,0.05,smallgain,1,20.0,20.0,0.335024599917233,0.335024599917233,-0.18764232988656449,0.335024599917233,2.3634039030034506
"sg_sweep_rho0,7_dw0,1",smallgain,0.7,0.1,smallgain,1,12.0,12.0,0.2939376001013443,0.2939376001013443,-0.1810085918660173,0.2939376001013443,2.6711952086269344
"sg_sweep_rho0,7_dw0,2",smallgain,0.7,0.2,smallgain,1,10.0,10.0,0.3025649000192061,0.3025649000192061,-0.17964005637898564,0.3025649000192061,2.5905059492665066
"sg_sweep_rho0,9_dw0,05",smallgain,0.9,0.05,smallgain,1,20.0,20.0,0.3475449000252411,0.3475449000252411,-0.18764232988656449,0.3475449000252411,2.278262310823874
"sg_sweep_rho0,9_dw0,1",smallgain,0.9,0.1,smallgain,1,12.0,12.0,0.3135450000409037,0.3135450000409037,-0.1810085918660173,0.3135450000409037,2.5041531803204697
"sg_sweep_rho0,9_dw0,2",smallgain,0.9,0.2,smallgain,1,10.0,10.0,0.3346707000164315,0.3346707000164315,-0.17964005637898564,0.3346707000164315,2.34199221354154
